[22:56:37] [main/INFO] [LaunchWrapper]: Loading tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[22:56:37] [main/INFO] [LaunchWrapper]: Using primary tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[22:56:37] [main/INFO] [LaunchWrapper]: Calling tweak class net.minecraftforge.fml.common.launcher.FMLServerTweaker
[22:56:37] [main/DEBUG] [FML]: Injecting tracing printstreams for STDOUT/STDERR.
[22:56:37] [main/INFO] [FML]: Forge Mod Loader version 14.23.5.2860 for Minecraft 1.12.2 loading
[22:56:37] [main/INFO] [FML]: Java is Java HotSpot(TM) 64-Bit Server VM, version 1.8.0_202, running on Windows 10:amd64:10.0, installed at C:\Program Files\Java\jre1.8.0_202
[22:56:37] [main/DEBUG] [FML]: Java classpath at launch is:
[22:56:37] [main/DEBUG] [FML]:     forge-1.12.2-14.23.5.2860.jar
[22:56:37] [main/DEBUG] [FML]: Java library path at launch is:
[22:56:37] [main/DEBUG] [FML]:     C:\Program Files (x86)\Common Files\Oracle\Java\javapath
[22:56:37] [main/DEBUG] [FML]:     C:\Windows\Sun\Java\bin
[22:56:37] [main/DEBUG] [FML]:     C:\Windows\system32
[22:56:37] [main/DEBUG] [FML]:     C:\Windows
[22:56:37] [main/DEBUG] [FML]:     C:\Program Files (x86)\Common Files\Oracle\Java\javapath
[22:56:37] [main/DEBUG] [FML]:     C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common
[22:56:37] [main/DEBUG] [FML]:     C:\Windows\system32
[22:56:37] [main/DEBUG] [FML]:     C:\Windows
[22:56:37] [main/DEBUG] [FML]:     C:\Windows\System32\Wbem
[22:56:37] [main/DEBUG] [FML]:     C:\Windows\System32\WindowsPowerShell\v1.0\
[22:56:37] [main/DEBUG] [FML]:     C:\Windows\System32\OpenSSH\
[22:56:37] [main/DEBUG] [FML]:     C:\Program Files\Git\cmd
[22:56:37] [main/DEBUG] [FML]:     C:\Users\frank\AppData\Local\Programs\Python\Python312\Scripts\
[22:56:37] [main/DEBUG] [FML]:     C:\Users\frank\AppData\Local\Programs\Python\Python312\
[22:56:37] [main/DEBUG] [FML]:     C:\Users\frank\AppData\Local\Microsoft\WindowsApps
[22:56:37] [main/DEBUG] [FML]:     C:\Users\frank\AppData\Local\Programs\Microsoft VS Code\bin
[22:56:38] [main/DEBUG] [FML]:   Adding villagesandpillages-forge-mc1.20.1-1.0.1.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding visuality-forge-2.0.2.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding VisualWorkbench-v8.0.0-1.20.1-Forge.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding voidtotem-forge-1.20-3.0.1.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding v_slab_compat-1.20-2.4.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding watut-forge-1.20.1-1.1.3.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding waystones-forge-1.20-14.1.6.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding Waystones_1.12.2-4.1.0.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding WearableBackpacks-RLCraft-1.12.2-3.2.6.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding whatareyouvotingfor2023-1.20.1-1.2.5.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding wither_spawn_fix-1.0.0.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding WolfArmorAndStorage-3.8.1+1.12.2.alpha.1-SNAPSHOT-signed.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding XaerosWorldMap_1.39.0_Forge_1.20.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding Xaeros_Minimap_24.5.0_Forge_1.20.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding XPFromHarvest-1.12.2-1.2.0.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding xptome-1.12.2-v1.1.6.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding xptome-1.20.1-2.2.1.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding YouShallNotSpawn-forge-1.20.x-2.0.2.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding YungsApi-1.20-Forge-4.0.6.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding YungsBetterDungeons-1.20-Forge-4.0.4.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding YungsBetterEndIsland-1.20-Forge-2.0.6.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding YungsBetterJungleTemples-1.20-Forge-2.0.5.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding YungsBetterMineshafts-1.20-Forge-4.0.4.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding YungsBetterNetherFortresses-1.20-Forge-2.0.6.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding YungsBetterOceanMonuments-1.20-Forge-3.0.4.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding YungsBetterStrongholds-1.20-Forge-4.0.3.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding YungsBetterWitchHuts-1.20-Forge-3.0.3.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding YungsBridges-1.20-Forge-4.0.3.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding YungsCaveBiomes-1.20.1-Forge-2.0.1.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding YungsLaw-1.12.2-1.0.4.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding Zeta-1.0-24.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding [___MixinCompat-1.1-1.12.2___].jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding _MixinBootstrap-1.1.0.jar to the mod list
[22:56:38] [main/DEBUG] [FML]:   Adding `FermiumBooter-1.1.1.jar to the mod list
[22:56:38] [main/INFO] [FML]: Searching C:\Users\frank\OneDrive\Desktop\mc-server-share-mod1\server1.20.4\.\mods\1.12.2 for mods
[22:56:38] [main/DEBUG] [FML]:   Adding OTG-Core.jar to the mod list
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy !mod-director-launchwrapper-1.8.3.jar
[22:56:38] [main/INFO] [FML]: Loading tweaker net.jan.moddirector.launchwrapper.ModDirectorTweaker from !mod-director-launchwrapper-1.8.3.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy [___MixinCompat-1.1-1.12.2___].jar
[22:56:38] [main/INFO] [FML]: Loading tweaker org.spongepowered.asm.launch.MixinTweaker from [___MixinCompat-1.1-1.12.2___].jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy _MixinBootstrap-1.1.0.jar
[22:56:38] [main/INFO] [FML]: Loading tweaker org.spongepowered.asm.launch.MixinTweaker from _MixinBootstrap-1.1.0.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy `FermiumBooter-1.1.1.jar
[22:56:38] [main/INFO] [FML]: Loading tweaker org.spongepowered.asm.launch.MixinTweaker from `FermiumBooter-1.1.1.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy aaa_particles-1.20.1-1.4.7-forge.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in aaa_particles-1.20.1-1.4.7-forge.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy AdHooks-1.12.2-3.3.1.0-build.0626.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in AdHooks-1.12.2-3.3.1.0-build.0626.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy adorabuild-structures-2.8.0-forge-1.20.1.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in adorabuild-structures-2.8.0-forge-1.20.1.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy Advanced-Fishing-1.12.2-1.3.3.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in Advanced-Fishing-1.12.2-1.3.3.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy advancednetherite-forge-2.1.3-1.20.1.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in advancednetherite-forge-2.1.3-1.20.1.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy aeroblender-1.20.1-1.0.1-neoforge.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in aeroblender-1.20.1-1.0.1-neoforge.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy aether-1.20.1-1.4.2-neoforge.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in aether-1.20.1-1.4.2-neoforge.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy aether-redux-2.0.17-1.20.1-neoforge.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in aether-redux-2.0.17-1.20.1-neoforge.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy aether_enhanced_extinguishing-1.20.1-1.0.0-neoforge.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in aether_enhanced_extinguishing-1.20.1-1.0.0-neoforge.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy aether_protect_your_moa-1.20.1-1.0.0-neoforge.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in aether_protect_your_moa-1.20.1-1.0.0-neoforge.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy AetherVillages-1.20.1-1.0.7-forge.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in AetherVillages-1.20.1-1.0.7-forge.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy AIReducer-1.12.2-0.3.0.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in AIReducer-1.12.2-0.3.0.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy alcatrazcore-1.0.4.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in alcatrazcore-1.0.4.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy alexsmobs-1.22.9.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in alexsmobs-1.22.9.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy alternate_current-mc1.20-1.7.0.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in alternate_current-mc1.20-1.7.0.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy amendments-1.20-1.2.12.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in amendments-1.20-1.2.12.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy another_furniture-forge-1.20.1-3.0.1.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in another_furniture-forge-1.20.1-3.0.1.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy antiqueatlas-1.12.2-4.6.3.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in antiqueatlas-1.12.2-4.6.3.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy antiquecities-1.2.1.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in antiquecities-1.2.1.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy anvilpatch-1.1.1.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in anvilpatch-1.1.1.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy Aquaculture-1.12.2-1.6.8.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in Aquaculture-1.12.2-1.6.8.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy architectury-9.2.14-forge.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in architectury-9.2.14-forge.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy armorunder-mc1.12.2-1.0.0.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in armorunder-mc1.12.2-1.0.0.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy ascended_quark-1.20.1-1.0.4.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in ascended_quark-1.20.1-1.0.4.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy ash_api-forge-3.0.2+1.20.1.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in ash_api-forge-3.0.2+1.20.1.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy astikorcarts-1.12.2-0.1.2.8.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in astikorcarts-1.12.2-0.1.2.8.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy athena-forge-1.20.1-3.1.2.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in athena-forge-1.20.1-3.1.2.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy AttributeFix-Forge-1.12.2-1.0.12.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in AttributeFix-Forge-1.12.2-1.0.12.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy AutochefsDelight-1.20.1-Forge-1.0.5.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in AutochefsDelight-1.20.1-Forge-1.0.5.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy AutoRegLib-1.3-32.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in AutoRegLib-1.3-32.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy azurelib-neo-1.20.1-2.0.39.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in azurelib-neo-1.20.1-2.0.39.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy backpacked-forge-1.20.1-3.0.0-beta.9.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in backpacked-forge-1.20.1-3.0.0-beta.9.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy balm-forge-1.20.1-7.3.9-all.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in balm-forge-1.20.1-7.3.9-all.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy BarteringStation-v8.0.0-1.20.1-Forge.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in BarteringStation-v8.0.0-1.20.1-Forge.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy base-1.12.2-3.14.0.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in base-1.12.2-3.14.0.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy BattleTowers-1.12.2.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in BattleTowers-1.12.2.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy Baubles-1.12-1.5.2.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in Baubles-1.12-1.5.2.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy bclib-3.0.14.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in bclib-3.0.14.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy BedBreakBegone-1.0.2.jar
[22:56:38] [main/INFO] [FML]: Loading tweaker org.spongepowered.asm.launch.MixinTweaker from BedBreakBegone-1.0.2.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy better-end-4.0.11.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in better-end-4.0.11.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy better-nether-9.0.10.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in better-nether-9.0.10.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy better_survival-1.5.4.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in better_survival-1.5.4.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy betterbiomeblend-1.12.2-1.1.7-forge.jar
[22:56:38] [main/WARN] [FML]: Found FMLCorePluginContainsFMLMod marker in betterbiomeblend-1.12.2-1.1.7-forge.jar. This is not recommended, @Mods should be in a separate jar from the coremod.
[22:56:38] [main/DEBUG] [FML]: Instantiating coremod class CoreMod
[22:56:38] [main/TRACE] [FML]: coremod named Better Biome Blend is loading
[22:56:38] [main/DEBUG] [FML]: The coremod fionathemortal.betterbiomeblend.core.CoreMod requested minecraft version 1.12.2 and minecraft is 1.12.2. It will be loaded.
[22:56:38] [main/WARN] [FML]: The coremod Better Biome Blend (fionathemortal.betterbiomeblend.core.CoreMod) is not signed!
[22:56:38] [main/DEBUG] [FML]: Enqueued coremod Better Biome Blend
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy bettercaves-1.12.2-2.0.4.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in bettercaves-1.12.2-2.0.4.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy BetterCompatibilityChecker-forge-4.0.8+mc1.20.1.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in BetterCompatibilityChecker-forge-4.0.8+mc1.20.1.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy betterend-crashed-ships-1.0.0.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in betterend-crashed-ships-1.0.0.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy betterfpsdist-1.20.1-6.0.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in betterfpsdist-1.20.1-6.0.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy BetterMineshaftsForge-1.12.2-2.2.1.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in BetterMineshaftsForge-1.12.2-2.2.1.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy betternether-0.1.8.6.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in betternether-0.1.8.6.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy BetterQuesting-3.5.329.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in BetterQuesting-3.5.329.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy BetterTabs-1.0.4.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in BetterTabs-1.0.4.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy BHMenu-Forge-1.12.2-2.4.3.jar
[22:56:38] [main/INFO] [FML]: Loading tweaker org.spongepowered.asm.launch.MixinTweaker from BHMenu-Forge-1.12.2-2.4.3.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy biomemusic-1.20.1-2.5.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in biomemusic-1.20.1-2.5.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy BiomesOPlenty-1.12.2-7.0.1.2445-universal.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in BiomesOPlenty-1.12.2-7.0.1.2445-universal.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy BiomesOPlenty-forge-1.20.1-19.0.0.91.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in BiomesOPlenty-forge-1.20.1-19.0.0.91.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy BlockOverlayFix-1.12.2-1.0.0.jar
[22:56:38] [main/DEBUG] [FML]: Mod BlockOverlayFix-1.12.2-1.0.0.jar has ModSide meta-inf value CLIENT, and we're SERVER It will be ignored
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy Bloodmoon-MC1.12.2-1.5.3.jar
[22:56:38] [main/WARN] [FML]: Found FMLCorePluginContainsFMLMod marker in Bloodmoon-MC1.12.2-1.5.3.jar. This is not recommended, @Mods should be in a separate jar from the coremod.
[22:56:38] [main/DEBUG] [FML]: Instantiating coremod class LoadingPlugin
[22:56:38] [main/WARN] [FML]: The coremod lumien.bloodmoon.asm.LoadingPlugin does not have a MCVersion annotation, it may cause issues with this version of Minecraft
[22:56:38] [main/DEBUG] [FML]: Found signing certificates for coremod LoadingPlugin (lumien.bloodmoon.asm.LoadingPlugin)
[22:56:38] [main/DEBUG] [FML]: Found certificate d72e0dd57935b3e9476212aea0c0df352dd76291
[22:56:38] [main/DEBUG] [FML]: Enqueued coremod LoadingPlugin
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy blossom.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy blue_skies-1.20.1-1.3.31.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in blue_skies-1.20.1-1.3.31.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy blueprint-1.20.1-7.1.0.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in blueprint-1.20.1-7.1.0.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy blueprintfix-forge-1.0.0-1.20.1.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in blueprintfix-forge-1.0.0-1.20.1.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy BNBGamingLib-1.12.2-2.17.6.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in BNBGamingLib-1.12.2-2.17.6.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy BoatBreakFix-Universal-1.0.2.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in BoatBreakFix-Universal-1.0.2.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy boatload-1.20.1-5.0.1.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in boatload-1.20.1-5.0.1.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy Bookshelf-Forge-1.20.1-20.2.13.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in Bookshelf-Forge-1.20.1-20.2.13.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy Born In A Barn 1.8-1.12-1.2.jar
[22:56:38] [main/WARN] [FML]: Found FMLCorePluginContainsFMLMod marker in Born In A Barn 1.8-1.12-1.2.jar. This is not recommended, @Mods should be in a separate jar from the coremod.
[22:56:38] [main/DEBUG] [FML]: Instantiating coremod class BornInABarn
[22:56:38] [main/TRACE] [FML]: coremod named Born in a Barn is loading
[22:56:38] [main/WARN] [FML]: The coremod com.chocohead.biab.BornInABarn does not have a MCVersion annotation, it may cause issues with this version of Minecraft
[22:56:38] [main/WARN] [FML]: The coremod Born in a Barn (com.chocohead.biab.BornInABarn) is not signed!
[22:56:38] [main/DEBUG] [FML]: Enqueued coremod Born in a Barn
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy Bountiful Baubles-1.12.2-0.1.8.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in Bountiful Baubles-1.12.2-0.1.8.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy Bountiful-1.12.2-2.2.3.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in Bountiful-1.12.2-2.2.3.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy Bountiful-6.0.3+1.20.1-forge.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in Bountiful-6.0.3+1.20.1-forge.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy BQ_Multiblock_Structure_Integration-1.0.9.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in BQ_Multiblock_Structure_Integration-1.0.9.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy BQTweaker-1.3.5.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in BQTweaker-1.3.5.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy bygonenether-1.3.2-1.20.x.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in bygonenether-1.3.2-1.20.x.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy caelus-forge-3.2.0+1.20.1.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in caelus-forge-3.2.0+1.20.1.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy callablehorses-1.12.2-1.1.1.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in callablehorses-1.12.2-1.1.1.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy carrotslib-mc1.12.2-1.0.0b1.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in carrotslib-mc1.12.2-1.0.0b1.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy carryon-1.12.2-1.12.7.23.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in carryon-1.12.2-1.12.7.23.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy carryon-forge-1.20.1-2.1.2.7.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in carryon-forge-1.20.1-2.1.2.7.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy CD4017BE_lib-1.12.2-6.5.1.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in CD4017BE_lib-1.12.2-6.5.1.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy champions-1.12.2-1.0.11.10.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in champions-1.12.2-1.0.11.10.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy Charm-1.12.2-1.4.1.jar
[22:56:38] [main/WARN] [FML]: Found FMLCorePluginContainsFMLMod marker in Charm-1.12.2-1.4.1.jar. This is not recommended, @Mods should be in a separate jar from the coremod.
[22:56:38] [main/DEBUG] [FML]: Instantiating coremod class CharmLoadingPlugin
[22:56:38] [main/WARN] [FML]: The coremod svenhjol.charm.base.CharmLoadingPlugin does not have a MCVersion annotation, it may cause issues with this version of Minecraft
[22:56:38] [main/WARN] [FML]: The coremod CharmLoadingPlugin (svenhjol.charm.base.CharmLoadingPlugin) is not signed!
[22:56:38] [main/DEBUG] [FML]: Enqueued coremod CharmLoadingPlugin
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy charmofundying-forge-6.5.0+1.20.1.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in charmofundying-forge-6.5.0+1.20.1.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy chefs-delight-1.0.3-forge-1.20.1.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in chefs-delight-1.0.3-forge-1.20.1.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy chipped-forge-1.20.1-3.0.7.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in chipped-forge-1.20.1-3.0.7.jar
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy ChunkAnimator-1.12.2-1.2.1.jar
[22:56:38] [main/WARN] [FML]: Found FMLCorePluginContainsFMLMod marker in ChunkAnimator-1.12.2-1.2.1.jar. This is not recommended, @Mods should be in a separate jar from the coremod.
[22:56:38] [main/DEBUG] [FML]: Instantiating coremod class LoadingPlugin
[22:56:38] [main/WARN] [FML]: The coremod lumien.chunkanimator.asm.LoadingPlugin does not have a MCVersion annotation, it may cause issues with this version of Minecraft
[22:56:38] [main/WARN] [FML]: The coremod LoadingPlugin (lumien.chunkanimator.asm.LoadingPlugin) is not signed!
[22:56:38] [main/DEBUG] [FML]: Enqueued coremod LoadingPlugin
[22:56:38] [main/DEBUG] [FML]: Examining for coremod candidacy chunksending-1.20.1-2.8.jar
[22:56:38] [main/DEBUG] [FML]: Not found coremod data in chunksending-1.20.1-2.8.jar
